,authorYear,study,designType,multiBase,multiProbe,cluster,case,phase,A,B,M,session,outcome,complexityMeasure,singleType,mixedType,generalization,level_AB,level_BM,time_A,time_B,time_M,trend_AB,trend_BM
1904,Scheuermann et al. (2009),17,multiProbe,0,1,2,8,A,1,0,0,6,20,generalization,0,0,1,0,0,5,-1,-3,0,0
1905,Scheuermann et al. (2009),17,multiProbe,0,1,2,8,B,0,1,0,7,27,generalization,0,0,1,1,0,6,0,-2,0,0
1906,Scheuermann et al. (2009),17,multiProbe,0,1,2,8,B,0,1,0,8,27,generalization,0,0,1,1,0,7,1,-1,1,0
1907,Scheuermann et al. (2009),17,multiProbe,0,1,2,8,M,0,0,1,9,20,generalization,0,0,1,1,1,8,2,0,2,0
1908,Scheuermann et al. (2009),17,multiProbe,0,1,2,8,M,0,0,1,10,39,generalization,0,0,1,1,1,9,3,1,3,1
1909,Scheuermann et al. (2009),17,multiProbe,0,1,2,9,A,1,0,0,1,0,generalization,0,0,1,0,0,0,-3,-8,0,0
1910,Scheuermann et al. (2009),17,multiProbe,0,1,2,9,A,1,0,0,2,5,generalization,0,0,1,0,0,1,-2,-7,0,0
1911,Scheuermann et al. (2009),17,multiProbe,0,1,2,9,A,1,0,0,3,0,generalization,0,0,1,0,0,2,-1,-6,0,0
1912,Scheuermann et al. (2009),17,multiProbe,0,1,2,9,B,0,1,0,4,13,generalization,0,0,1,1,0,3,0,-5,0,0
1913,Scheuermann et al. (2009),17,multiProbe,0,1,2,9,B,0,1,0,5,45,generalization,0,0,1,1,0,4,1,-4,1,0
1914,Scheuermann et al. (2009),17,multiProbe,0,1,2,9,B,0,1,0,6,13,generalization,0,0,1,1,0,5,2,-3,2,0
1915,Scheuermann et al. (2009),17,multiProbe,0,1,2,9,B,0,1,0,7,45,generalization,0,0,1,1,0,6,3,-2,3,0
1916,Scheuermann et al. (2009),17,multiProbe,0,1,2,9,M,0,0,1,9,40,generalization,0,0,1,1,1,8,5,0,5,0
1917,Scheuermann et al. (2009),17,multiProbe,0,1,2,9,M,0,0,1,10,53,generalization,0,0,1,1,1,9,6,1,6,1
1918,Scheuermann et al. (2009),17,multiProbe,0,1,2,10,A,1,0,0,1,0,generalization,0,0,1,0,0,0,-5,-8,0,0
1919,Scheuermann et al. (2009),17,multiProbe,0,1,2,10,A,1,0,0,2,0,generalization,0,0,1,0,0,1,-4,-7,0,0
1920,Scheuermann et al. (2009),17,multiProbe,0,1,2,10,A,1,0,0,3,0,generalization,0,0,1,0,0,2,-3,-6,0,0
1921,Scheuermann et al. (2009),17,multiProbe,0,1,2,10,A,1,0,0,4,0,generalization,0,0,1,0,0,3,-2,-5,0,0
1922,Scheuermann et al. (2009),17,multiProbe,0,1,2,10,A,1,0,0,5,0,generalization,0,0,1,0,0,4,-1,-4,0,0
1923,Scheuermann et al. (2009),17,multiProbe,0,1,2,10,B,0,1,0,6,5,generalization,0,0,1,1,0,5,0,-3,0,0
1924,Scheuermann et al. (2009),17,multiProbe,0,1,2,10,B,0,1,0,7,20,generalization,0,0,1,1,0,6,1,-2,1,0
1925,Scheuermann et al. (2009),17,multiProbe,0,1,2,10,B,0,1,0,8,34,generalization,0,0,1,1,0,7,2,-1,2,0
1926,Scheuermann et al. (2009),17,multiProbe,0,1,2,10,M,0,0,1,9,25,generalization,0,0,1,1,1,8,3,0,3,0
1927,Scheuermann et al. (2009),17,multiProbe,0,1,2,10,M,0,0,1,10,34,generalization,0,0,1,1,1,9,4,1,4,1
1928,Scheuermann et al. (2009),17,multiProbe,0,1,2,11,A,1,0,0,1,20,generalization,0,0,1,0,0,0,-6,-8,0,0
1929,Scheuermann et al. (2009),17,multiProbe,0,1,2,11,A,1,0,0,2,0,generalization,0,0,1,0,0,1,-5,-7,0,0
1930,Scheuermann et al. (2009),17,multiProbe,0,1,2,11,A,1,0,0,3,10,generalization,0,0,1,0,0,2,-4,-6,0,0
1931,Scheuermann et al. (2009),17,multiProbe,0,1,2,11,A,1,0,0,4,20,generalization,0,0,1,0,0,3,-3,-5,0,0
1932,Scheuermann et al. (2009),17,multiProbe,0,1,2,11,A,1,0,0,5,20,generalization,0,0,1,0,0,4,-2,-4,0,0
1933,Scheuermann et al. (2009),17,multiProbe,0,1,2,11,A,1,0,0,6,13,generalization,0,0,1,0,0,5,-1,-3,0,0
1934,Scheuermann et al. (2009),17,multiProbe,0,1,2,11,B,0,1,0,7,0,generalization,0,0,1,1,0,6,0,-2,0,0
1935,Scheuermann et al. (2009),17,multiProbe,0,1,2,11,B,0,1,0,8,50,generalization,0,0,1,1,0,7,1,-1,1,0
1936,Scheuermann et al. (2009),17,multiProbe,0,1,2,11,M,0,0,1,9,20,generalization,0,0,1,1,1,8,2,0,2,0
1937,Scheuermann et al. (2009),17,multiProbe,0,1,2,11,M,0,0,1,10,80,generalization,0,0,1,1,1,9,3,1,3,1
1938,Scheuermann et al. (2009),17,multiProbe,0,1,2,12,A,1,0,0,1,27,generalization,0,0,1,0,0,0,-4,-8,0,0
1939,Scheuermann et al. (2009),17,multiProbe,0,1,2,12,A,1,0,0,2,27,generalization,0,0,1,0,0,1,-3,-7,0,0
1940,Scheuermann et al. (2009),17,multiProbe,0,1,2,12,A,1,0,0,3,20,generalization,0,0,1,0,0,2,-2,-6,0,0
1941,Scheuermann et al. (2009),17,multiProbe,0,1,2,12,A,1,0,0,4,33,generalization,0,0,1,0,0,3,-1,-5,0,0
1942,Scheuermann et al. (2009),17,multiProbe,0,1,2,12,B,0,1,0,5,26,generalization,0,0,1,1,0,4,0,-4,0,0
1943,Scheuermann et al. (2009),17,multiProbe,0,1,2,12,B,0,1,0,6,80,generalization,0,0,1,1,0,5,1,-3,1,0
1944,Scheuermann et al. (2009),17,multiProbe,0,1,2,12,B,0,1,0,7,98,generalization,0,0,1,1,0,6,2,-2,2,0
1945,Scheuermann et al. (2009),17,multiProbe,0,1,2,12,M,0,0,1,9,73,generalization,0,0,1,1,1,8,4,0,4,0
1946,Scheuermann et al. (2009),17,multiProbe,0,1,2,12,M,0,0,1,10,40,generalization,0,0,1,1,1,9,5,1,5,1
1947,Scheuermann et al. (2009),17,multiProbe,0,1,2,13,A,1,0,0,1,13,generalization,0,0,1,0,0,0,-5,-8,0,0
1948,Scheuermann et al. (2009),17,multiProbe,0,1,2,13,A,1,0,0,2,5,generalization,0,0,1,0,0,1,-4,-7,0,0
1949,Scheuermann et al. (2009),17,multiProbe,0,1,2,13,A,1,0,0,3,0,generalization,0,0,1,0,0,2,-3,-6,0,0
1950,Scheuermann et al. (2009),17,multiProbe,0,1,2,13,A,1,0,0,4,15,generalization,0,0,1,0,0,3,-2,-5,0,0
1951,Scheuermann et al. (2009),17,multiProbe,0,1,2,13,A,1,0,0,5,0,generalization,0,0,1,0,0,4,-1,-4,0,0
1952,Scheuermann et al. (2009),17,multiProbe,0,1,2,13,B,0,1,0,6,25,generalization,0,0,1,1,0,5,0,-3,0,0
1953,Scheuermann et al. (2009),17,multiProbe,0,1,2,13,B,0,1,0,7,60,generalization,0,0,1,1,0,6,1,-2,1,0
1954,Scheuermann et al. (2009),17,multiProbe,0,1,2,13,B,0,1,0,8,68,generalization,0,0,1,1,0,7,2,-1,2,0
1955,Scheuermann et al. (2009),17,multiProbe,0,1,2,13,M,0,0,1,9,40,generalization,0,0,1,1,1,8,3,0,3,0
1956,Scheuermann et al. (2009),17,multiProbe,0,1,2,13,M,0,0,1,10,0,generalization,0,0,1,1,1,9,4,1,4,1
1957,Scheuermann et al. (2009),17,multiProbe,0,1,2,14,A,1,0,0,1,13,generalization,0,0,1,0,0,0,-6,-8,0,0
1958,Scheuermann et al. (2009),17,multiProbe,0,1,2,14,A,1,0,0,2,19,generalization,0,0,1,0,0,1,-5,-7,0,0
1959,Scheuermann et al. (2009),17,multiProbe,0,1,2,14,A,1,0,0,3,15,generalization,0,0,1,0,0,2,-4,-6,0,0
1960,Scheuermann et al. (2009),17,multiProbe,0,1,2,14,A,1,0,0,4,15,generalization,0,0,1,0,0,3,-3,-5,0,0
1961,Scheuermann et al. (2009),17,multiProbe,0,1,2,14,A,1,0,0,5,28,generalization,0,0,1,0,0,4,-2,-4,0,0
1962,Scheuermann et al. (2009),17,multiProbe,0,1,2,14,A,1,0,0,6,25,generalization,0,0,1,0,0,5,-1,-3,0,0
1963,Scheuermann et al. (2009),17,multiProbe,0,1,2,14,B,0,1,0,7,48,generalization,0,0,1,1,0,6,0,-2,0,0
1964,Scheuermann et al. (2009),17,multiProbe,0,1,2,14,B,0,1,0,8,78,generalization,0,0,1,1,0,7,1,-1,1,0
1965,Scheuermann et al. (2009),17,multiProbe,0,1,2,14,M,0,0,1,9,93,generalization,0,0,1,1,1,8,2,0,2,0
1966,Scheuermann et al. (2009),17,multiProbe,0,1,2,14,M,0,0,1,10,80,generalization,0,0,1,1,1,9,3,1,3,1
1967,Sharp & Dennis (2017),18,multiProbe,0,1,1,1,A,1,0,0,1,0,generalization,0,0,1,0,0,0,-6,-13,0,0
1968,Sharp & Dennis (2017),18,multiProbe,0,1,1,1,A,1,0,0,2,3,mixedType,0,1,0,0,0,1,-5,-12,0,0
1969,Sharp & Dennis (2017),18,multiProbe,0,1,1,1,A,1,0,0,3,0,mixedType,0,1,0,0,0,2,-4,-11,0,0
1970,Sharp & Dennis (2017),18,multiProbe,0,1,1,1,A,1,0,0,4,0,mixedType,0,1,0,0,0,3,-3,-10,0,0
1971,Sharp & Dennis (2017),18,multiProbe,0,1,1,1,A,1,0,0,5,0,mixedType,0,1,0,0,0,4,-2,-9,0,0
1972,Sharp & Dennis (2017),18,multiProbe,0,1,1,1,A,1,0,0,6,5,mixedType,0,1,0,0,0,5,-1,-8,0,0
1973,Sharp & Dennis (2017),18,multiProbe,0,1,1,1,B,0,1,0,7,28,mixedType,0,1,0,1,0,6,0,-7,0,0
1974,Sharp & Dennis (2017),18,multiProbe,0,1,1,1,B,0,1,0,8,60,mixedType,0,1,0,1,0,7,1,-6,1,0
1975,Sharp & Dennis (2017),18,multiProbe,0,1,1,1,B,0,1,0,9,83,mixedType,0,1,0,1,0,8,2,-5,2,0
1976,Sharp & Dennis (2017),18,multiProbe,0,1,1,1,B,0,1,0,10,95,mixedType,0,1,0,1,0,9,3,-4,3,0
1977,Sharp & Dennis (2017),18,multiProbe,0,1,1,1,B,0,1,0,11,100,mixedType,0,1,0,1,0,10,4,-3,4,0
1978,Sharp & Dennis (2017),18,multiProbe,0,1,1,1,B,0,1,0,12,95,mixedType,0,1,0,1,0,11,5,-2,5,0
1979,Sharp & Dennis (2017),18,multiProbe,0,1,1,1,M,0,0,1,14,92,mixedType,0,1,0,1,1,13,7,0,7,0
1980,Sharp & Dennis (2017),18,multiProbe,0,1,1,1,M,0,0,1,16,89,mixedType,0,1,0,1,1,15,9,2,9,2
1981,Sharp & Dennis (2017),18,multiProbe,0,1,1,1,M,0,0,1,18,25,generalization,0,0,1,1,1,17,11,4,11,4
1982,Sharp & Dennis (2017),18,multiProbe,0,1,1,1,M,0,0,1,20,50,generalization,0,0,1,1,1,19,13,6,13,6
1983,Sharp & Dennis (2017),18,multiProbe,0,1,1,1,M,0,0,1,22,50,generalization,0,0,1,1,1,21,15,8,15,8
1984,Sharp & Dennis (2017),18,multiProbe,0,1,1,2,A,1,0,0,1,0,generalization,0,0,1,0,0,0,-9,-16,0,0
1985,Sharp & Dennis (2017),18,multiProbe,0,1,1,2,A,1,0,0,2,0,mixedType,0,1,0,0,0,1,-8,-15,0,0
1986,Sharp & Dennis (2017),18,multiProbe,0,1,1,2,A,1,0,0,3,0,mixedType,0,1,0,0,0,2,-7,-14,0,0
1987,Sharp & Dennis (2017),18,multiProbe,0,1,1,2,A,1,0,0,4,0,mixedType,0,1,0,0,0,3,-6,-13,0,0
1988,Sharp & Dennis (2017),18,multiProbe,0,1,1,2,A,1,0,0,5,0,mixedType,0,1,0,0,0,4,-5,-12,0,0
1989,Sharp & Dennis (2017),18,multiProbe,0,1,1,2,A,1,0,0,6,0,mixedType,0,1,0,0,0,5,-4,-11,0,0
1990,Sharp & Dennis (2017),18,multiProbe,0,1,1,2,A,1,0,0,7,0,mixedType,0,1,0,0,0,6,-3,-10,0,0
1991,Sharp & Dennis (2017),18,multiProbe,0,1,1,2,A,1,0,0,9,0,mixedType,0,1,0,0,0,8,-1,-8,0,0
1992,Sharp & Dennis (2017),18,multiProbe,0,1,1,2,B,0,1,0,10,45,mixedType,0,1,0,1,0,9,0,-7,0,0
1993,Sharp & Dennis (2017),18,multiProbe,0,1,1,2,B,0,1,0,11,90,mixedType,0,1,0,1,0,10,1,-6,1,0
1994,Sharp & Dennis (2017),18,multiProbe,0,1,1,2,B,0,1,0,12,94,mixedType,0,1,0,1,0,11,2,-5,2,0
1995,Sharp & Dennis (2017),18,multiProbe,0,1,1,2,B,0,1,0,13,95,mixedType,0,1,0,1,0,12,3,-4,3,0
1996,Sharp & Dennis (2017),18,multiProbe,0,1,1,2,B,0,1,0,14,99,mixedType,0,1,0,1,0,13,4,-3,4,0
1997,Sharp & Dennis (2017),18,multiProbe,0,1,1,2,B,0,1,0,15,100,mixedType,0,1,0,1,0,14,5,-2,5,0
1998,Sharp & Dennis (2017),18,multiProbe,0,1,1,2,M,0,0,1,17,95,mixedType,0,1,0,1,1,16,7,0,7,0
1999,Sharp & Dennis (2017),18,multiProbe,0,1,1,2,M,0,0,1,19,99,mixedType,0,1,0,1,1,18,9,2,9,2
2000,Sharp & Dennis (2017),18,multiProbe,0,1,1,2,M,0,0,1,21,65,generalization,0,0,1,1,1,20,11,4,11,4
2001,Sharp & Dennis (2017),18,multiProbe,0,1,1,2,M,0,0,1,23,50,generalization,0,0,1,1,1,22,13,6,13,6
2002,Sharp & Dennis (2017),18,multiProbe,0,1,1,2,M,0,0,1,25,65,generalization,0,0,1,1,1,24,15,8,15,8
2003,Sharp & Dennis (2017),18,multiProbe,0,1,1,3,A,1,0,0,1,0,generalization,0,0,1,0,0,0,-12,-19,0,0
2004,Sharp & Dennis (2017),18,multiProbe,0,1,1,3,A,1,0,0,2,0,mixedType,0,1,0,0,0,1,-11,-18,0,0
2005,Sharp & Dennis (2017),18,multiProbe,0,1,1,3,A,1,0,0,3,2,mixedType,0,1,0,0,0,2,-10,-17,0,0
2006,Sharp & Dennis (2017),18,multiProbe,0,1,1,3,A,1,0,0,4,0,mixedType,0,1,0,0,0,3,-9,-16,0,0
2007,Sharp & Dennis (2017),18,multiProbe,0,1,1,3,A,1,0,0,5,0,mixedType,0,1,0,0,0,4,-8,-15,0,0
2008,Sharp & Dennis (2017),18,multiProbe,0,1,1,3,A,1,0,0,6,2,mixedType,0,1,0,0,0,5,-7,-14,0,0
2009,Sharp & Dennis (2017),18,multiProbe,0,1,1,3,A,1,0,0,7,0,mixedType,0,1,0,0,0,6,-6,-13,0,0
2010,Sharp & Dennis (2017),18,multiProbe,0,1,1,3,A,1,0,0,9,0,mixedType,0,1,0,0,0,8,-4,-11,0,0
2011,Sharp & Dennis (2017),18,multiProbe,0,1,1,3,A,1,0,0,12,0,mixedType,0,1,0,0,0,11,-1,-8,0,0
2012,Sharp & Dennis (2017),18,multiProbe,0,1,1,3,B,0,1,0,13,37,mixedType,0,1,0,1,0,12,0,-7,0,0
2013,Sharp & Dennis (2017),18,multiProbe,0,1,1,3,B,0,1,0,14,43,mixedType,0,1,0,1,0,13,1,-6,1,0
2014,Sharp & Dennis (2017),18,multiProbe,0,1,1,3,B,0,1,0,15,54,mixedType,0,1,0,1,0,14,2,-5,2,0
2015,Sharp & Dennis (2017),18,multiProbe,0,1,1,3,B,0,1,0,16,70,mixedType,0,1,0,1,0,15,3,-4,3,0
2016,Sharp & Dennis (2017),18,multiProbe,0,1,1,3,B,0,1,0,17,93,mixedType,0,1,0,1,0,16,4,-3,4,0
2017,Sharp & Dennis (2017),18,multiProbe,0,1,1,3,B,0,1,0,18,98,mixedType,0,1,0,1,0,17,5,-2,5,0
2018,Sharp & Dennis (2017),18,multiProbe,0,1,1,3,M,0,0,1,20,94,mixedType,0,1,0,1,1,19,7,0,7,0
2019,Sharp & Dennis (2017),18,multiProbe,0,1,1,3,M,0,0,1,22,95,mixedType,0,1,0,1,1,21,9,2,9,2
2020,Sharp & Dennis (2017),18,multiProbe,0,1,1,3,M,0,0,1,24,63,generalization,0,0,1,1,1,23,11,4,11,4
2021,Sharp & Dennis (2017),18,multiProbe,0,1,1,3,M,0,0,1,26,75,generalization,0,0,1,1,1,25,13,6,13,6
2022,Sharp & Dennis (2017),18,multiProbe,0,1,1,3,M,0,0,1,28,100,generalization,0,0,1,1,1,27,15,8,15,8
2023,Shin & Bryant (2017),19,multiProbe,0,1,1,1,A,1,0,0,1,20,mixedType,0,1,0,0,0,0,-3,0,0,0
2024,Shin & Bryant (2017),19,multiProbe,0,1,1,1,A,1,0,0,2,20,mixedType,0,1,0,0,0,1,-2,0,0,0
2025,Shin & Bryant (2017),19,multiProbe,0,1,1,1,A,1,0,0,3,0,mixedType,0,1,0,0,0,2,-1,0,0,0
2026,Shin & Bryant (2017),19,multiProbe,0,1,1,1,B,0,1,0,4,40,mixedType,0,1,0,1,0,3,0,0,0,0
2027,Shin & Bryant (2017),19,multiProbe,0,1,1,1,B,0,1,0,5,60,mixedType,0,1,0,1,0,4,1,0,1,0
2028,Shin & Bryant (2017),19,multiProbe,0,1,1,1,B,0,1,0,6,40,mixedType,0,1,0,1,0,5,2,0,2,0
2029,Shin & Bryant (2017),19,multiProbe,0,1,1,1,B,0,1,0,7,60,mixedType,0,1,0,1,0,6,3,0,3,0
2030,Shin & Bryant (2017),19,multiProbe,0,1,1,1,B,0,1,0,8,20,mixedType,0,1,0,1,0,7,4,0,4,0
2031,Shin & Bryant (2017),19,multiProbe,0,1,1,1,B,0,1,0,9,20,mixedType,0,1,0,1,0,8,5,0,5,0
2032,Shin & Bryant (2017),19,multiProbe,0,1,1,1,B,0,1,0,10,0,mixedType,0,1,0,1,0,9,6,0,6,0
2033,Shin & Bryant (2017),19,multiProbe,0,1,1,1,B,0,1,0,11,60,mixedType,0,1,0,1,0,10,7,0,7,0
2034,Shin & Bryant (2017),19,multiProbe,0,1,1,1,B,0,1,0,12,60,mixedType,0,1,0,1,0,11,8,0,8,0
2035,Shin & Bryant (2017),19,multiProbe,0,1,1,1,B,0,1,0,13,60,mixedType,0,1,0,1,0,12,9,0,9,0
2036,Shin & Bryant (2017),19,multiProbe,0,1,1,2,A,1,0,0,1,40,mixedType,0,1,0,0,0,0,-6,0,0,0
2037,Shin & Bryant (2017),19,multiProbe,0,1,1,2,A,1,0,0,4,40,mixedType,0,1,0,0,0,3,-3,0,0,0
2038,Shin & Bryant (2017),19,multiProbe,0,1,1,2,A,1,0,0,5,0,mixedType,0,1,0,0,0,4,-2,0,0,0
2039,Shin & Bryant (2017),19,multiProbe,0,1,1,2,A,1,0,0,6,40,mixedType,0,1,0,0,0,5,-1,0,0,0
2040,Shin & Bryant (2017),19,multiProbe,0,1,1,2,B,0,1,0,7,0,mixedType,0,1,0,1,0,6,0,0,0,0
2041,Shin & Bryant (2017),19,multiProbe,0,1,1,2,B,0,1,0,8,40,mixedType,0,1,0,1,0,7,1,0,1,0
2042,Shin & Bryant (2017),19,multiProbe,0,1,1,2,B,0,1,0,9,40,mixedType,0,1,0,1,0,8,2,0,2,0
2043,Shin & Bryant (2017),19,multiProbe,0,1,1,2,B,0,1,0,11,40,mixedType,0,1,0,1,0,10,4,0,4,0
2044,Shin & Bryant (2017),19,multiProbe,0,1,1,2,B,0,1,0,12,60,mixedType,0,1,0,1,0,11,5,0,5,0
2045,Shin & Bryant (2017),19,multiProbe,0,1,1,2,B,0,1,0,13,100,mixedType,0,1,0,1,0,12,6,0,6,0
2046,Shin & Bryant (2017),19,multiProbe,0,1,1,2,B,0,1,0,14,80,mixedType,0,1,0,1,0,13,7,0,7,0
2047,Shin & Bryant (2017),19,multiProbe,0,1,1,2,B,0,1,0,15,100,mixedType,0,1,0,1,0,14,8,0,8,0
2048,Shin & Bryant (2017),19,multiProbe,0,1,1,2,B,0,1,0,16,100,mixedType,0,1,0,1,0,15,9,0,9,0
2049,Shin & Bryant (2017),19,multiProbe,0,1,1,3,A,1,0,0,3,0,mixedType,0,1,0,0,0,0,-9,0,0,0
2050,Shin & Bryant (2017),19,multiProbe,0,1,1,3,A,1,0,0,7,40,mixedType,0,1,0,0,0,4,-5,0,0,0
2051,Shin & Bryant (2017),19,multiProbe,0,1,1,3,A,1,0,0,11,0,mixedType,0,1,0,0,0,8,-1,0,0,0
2052,Shin & Bryant (2017),19,multiProbe,0,1,1,3,B,0,1,0,12,100,mixedType,0,1,0,1,0,9,0,0,0,0
2053,Shin & Bryant (2017),19,multiProbe,0,1,1,3,B,0,1,0,13,80,mixedType,0,1,0,1,0,10,1,0,1,0
2054,Shin & Bryant (2017),19,multiProbe,0,1,1,3,B,0,1,0,14,80,mixedType,0,1,0,1,0,11,2,0,2,0
2055,Shin & Bryant (2017),19,multiProbe,0,1,1,3,B,0,1,0,15,60,mixedType,0,1,0,1,0,12,3,0,3,0
2056,Shin & Bryant (2017),19,multiProbe,0,1,1,3,B,0,1,0,16,100,mixedType,0,1,0,1,0,13,4,0,4,0
2057,Shin & Bryant (2017),19,multiProbe,0,1,1,3,B,0,1,0,17,60,mixedType,0,1,0,1,0,14,5,0,5,0
2058,Shin & Bryant (2017),19,multiProbe,0,1,1,3,B,0,1,0,18,100,mixedType,0,1,0,1,0,15,6,0,6,0
2059,Shin & Bryant (2017),19,multiProbe,0,1,1,3,B,0,1,0,19,80,mixedType,0,1,0,1,0,16,7,0,7,0
2060,Shin & Bryant (2017),19,multiProbe,0,1,1,3,B,0,1,0,20,80,mixedType,0,1,0,1,0,17,8,0,8,0
2061,van Garderen (2007),20,multiProbe,0,1,1,1,A,1,0,0,1,25,mixedType,0,1,0,0,0,0,-19,-46,0,0
2062,van Garderen (2007),20,multiProbe,0,1,1,1,A,1,0,0,2,37,mixedType,0,1,0,0,0,1,-18,-45,0,0
2063,van Garderen (2007),20,multiProbe,0,1,1,1,A,1,0,0,4,25,mixedType,0,1,0,0,0,3,-16,-43,0,0
2064,van Garderen (2007),20,multiProbe,0,1,1,1,A,1,0,0,11,50,mixedType,0,1,0,0,0,10,-9,-36,0,0
2065,van Garderen (2007),20,multiProbe,0,1,1,1,B,0,1,0,20,63,singleType,1,0,0,1,0,19,0,-27,0,0
2066,van Garderen (2007),20,multiProbe,0,1,1,1,B,0,1,0,22,63,singleType,1,0,0,1,0,21,2,-25,2,0
2067,van Garderen (2007),20,multiProbe,0,1,1,1,B,0,1,0,27,87,singleType,1,0,0,1,0,26,7,-20,7,0
2068,van Garderen (2007),20,multiProbe,0,1,1,1,B,0,1,0,28,75,singleType,1,0,0,1,0,27,8,-19,8,0
2069,van Garderen (2007),20,multiProbe,0,1,1,1,B,0,1,0,29,100,singleType,1,0,0,1,0,28,9,-18,9,0
2070,van Garderen (2007),20,multiProbe,0,1,1,1,B,0,1,0,30,63,mixedType,0,1,0,1,0,29,10,-17,10,0
2071,van Garderen (2007),20,multiProbe,0,1,1,1,B,0,1,0,36,75,singleType,1,0,0,1,0,35,16,-11,16,0
2072,van Garderen (2007),20,multiProbe,0,1,1,1,B,0,1,0,38,75,singleType,1,0,0,1,0,37,18,-9,18,0
2073,van Garderen (2007),20,multiProbe,0,1,1,1,B,0,1,0,39,75,singleType,1,0,0,1,0,38,19,-8,19,0
2074,van Garderen (2007),20,multiProbe,0,1,1,1,B,0,1,0,41,75,mixedType,0,1,0,1,0,40,21,-6,21,0
2075,van Garderen (2007),20,multiProbe,0,1,1,1,M,0,0,1,47,87,mixedType,0,1,0,1,1,46,27,0,27,0
2076,van Garderen (2007),20,multiProbe,0,1,1,1,M,0,0,1,60,75,mixedType,0,1,0,1,1,59,40,13,40,13
2077,van Garderen (2007),20,multiProbe,0,1,1,2,A,1,0,0,1,25,mixedType,0,1,0,0,0,0,-35,-58,0,0
2078,van Garderen (2007),20,multiProbe,0,1,1,2,A,1,0,0,10,63,mixedType,0,1,0,0,0,9,-26,-49,0,0
2079,van Garderen (2007),20,multiProbe,0,1,1,2,A,1,0,0,20,50,mixedType,0,1,0,0,0,19,-16,-39,0,0
2080,van Garderen (2007),20,multiProbe,0,1,1,2,A,1,0,0,21,37,mixedType,0,1,0,0,0,20,-15,-38,0,0
2081,van Garderen (2007),20,multiProbe,0,1,1,2,A,1,0,0,29,62,mixedType,0,1,0,0,0,28,-7,-30,0,0
2082,van Garderen (2007),20,multiProbe,0,1,1,2,B,0,1,0,36,75,singleType,1,0,0,1,0,35,0,-23,0,0
2083,van Garderen (2007),20,multiProbe,0,1,1,2,B,0,1,0,38,88,singleType,1,0,0,1,0,37,2,-21,2,0
2084,van Garderen (2007),20,multiProbe,0,1,1,2,B,0,1,0,39,88,singleType,1,0,0,1,0,38,3,-20,3,0
2085,van Garderen (2007),20,multiProbe,0,1,1,2,B,0,1,0,40,37,mixedType,0,1,0,1,0,39,4,-19,4,0
2086,van Garderen (2007),20,multiProbe,0,1,1,2,B,0,1,0,48,88,singleType,1,0,0,1,0,47,12,-11,12,0
2087,van Garderen (2007),20,multiProbe,0,1,1,2,B,0,1,0,49,88,singleType,1,0,0,1,0,48,13,-10,13,0
2088,van Garderen (2007),20,multiProbe,0,1,1,2,B,0,1,0,50,75,singleType,1,0,0,1,0,49,14,-9,14,0
2089,van Garderen (2007),20,multiProbe,0,1,1,2,B,0,1,0,52,88,mixedType,0,1,0,1,0,51,16,-7,16,0
2090,van Garderen (2007),20,multiProbe,0,1,1,2,M,0,0,1,59,75,mixedType,0,1,0,1,1,58,23,0,23,0
2091,van Garderen (2007),20,multiProbe,0,1,1,2,M,0,0,1,69,75,mixedType,0,1,0,1,1,68,33,10,33,10
2092,van Garderen (2007),20,multiProbe,0,1,1,3,A,1,0,0,2,25,mixedType,0,1,0,0,0,0,-51,0,0,0
2093,van Garderen (2007),20,multiProbe,0,1,1,3,A,1,0,0,12,51,mixedType,0,1,0,0,0,10,-41,0,0,0
2094,van Garderen (2007),20,multiProbe,0,1,1,3,A,1,0,0,30,25,mixedType,0,1,0,0,0,28,-23,0,0,0
2095,van Garderen (2007),20,multiProbe,0,1,1,3,A,1,0,0,37,63,mixedType,0,1,0,0,0,35,-16,0,0,0
2096,van Garderen (2007),20,multiProbe,0,1,1,3,A,1,0,0,38,38,mixedType,0,1,0,0,0,36,-15,0,0,0
2097,van Garderen (2007),20,multiProbe,0,1,1,3,A,1,0,0,43,25,mixedType,0,1,0,0,0,41,-10,0,0,0
2098,van Garderen (2007),20,multiProbe,0,1,1,3,B,0,1,0,53,76,singleType,1,0,0,1,0,51,0,0,0,0
2099,van Garderen (2007),20,multiProbe,0,1,1,3,B,0,1,0,54,63,singleType,1,0,0,1,0,52,1,0,1,0
2100,van Garderen (2007),20,multiProbe,0,1,1,3,B,0,1,0,55,88,singleType,1,0,0,1,0,53,2,0,2,0
2101,van Garderen (2007),20,multiProbe,0,1,1,3,B,0,1,0,56,76,singleType,1,0,0,1,0,54,3,0,3,0
2102,van Garderen (2007),20,multiProbe,0,1,1,3,B,0,1,0,58,76,singleType,1,0,0,1,0,56,5,0,5,0
2103,van Garderen (2007),20,multiProbe,0,1,1,3,B,0,1,0,60,63,mixedType,0,1,0,1,0,58,7,0,7,0
2104,van Garderen (2007),20,multiProbe,0,1,1,3,B,0,1,0,65,75,singleType,1,0,0,1,0,63,12,0,12,0
2105,van Garderen (2007),20,multiProbe,0,1,1,3,B,0,1,0,66,88,singleType,1,0,0,1,0,64,13,0,13,0
2106,van Garderen (2007),20,multiProbe,0,1,1,3,B,0,1,0,68,75,singleType,1,0,0,1,0,66,15,0,15,0
